mean1	mean2	sd1	sd2	sampleID
-2.8432198	-3.1252475	-4.644511	-4.526029	Adygei_HGDP01404
-2.9377844	-3.1840768	-4.6508436	-4.521128	Adygei_NA13626
-4.140384	-3.3777285	-4.7390485	-4.194969	Albanian_ALB191
-4.0649695	-3.2986197	-4.713995	-4.1611724	Albanian_ALB202
-4.184696	-3.1093383	-4.6784143	-4.1885004	Albanian_ALB212
-4.1423936	-3.239695	-4.7179937	-4.182486	Albanian_ALB213
-4.1660514	-3.0796018	-4.6626873	-4.2461395	Albanian_ALB220
-4.120338	-3.286271	-4.6913104	-4.150363	Albanian_ALB230
-3.102528	-2.5220556	-4.5589705	-4.5904984	Armenian_armenia102
-3.1194146	-2.4418056	-4.5423107	-4.54116	Armenian_armenia106
-3.2996376	-2.348783	-4.4917355	-4.577924	Armenian_armenia139
-3.2670343	-2.5263982	-4.5356483	-4.536756	Armenian_armenia162
-3.1908963	-2.368515	-4.537437	-4.573074	Armenian_armenia176
-3.1899004	-2.5053375	-4.556477	-4.5701275	Armenian_armenia191
-3.2189403	-2.2483768	-4.495593	-4.5481343	Armenian_armenia279
-3.1589558	-2.5140605	-4.5455313	-4.5909057	Armenian_armenia293
-3.2793903	-2.2930322	-4.507168	-4.563849	Armenian_armenia86
-3.2537527	-2.3430421	-4.5331564	-4.584089	Armenian_armenia91
-4.0558352	-2.5961652	-4.5567355	-4.2972674	Jew_Ashkenazi_AshkenaziJew5704
-4.05833	-2.676519	-4.574289	-4.334051	Jew_Ashkenazi_AshkenaziJew5728
-4.1127844	-2.6203847	-4.5785017	-4.268412	Jew_Ashkenazi_AshkenaziJew5779
-4.137322	-2.6294177	-4.5726194	-4.277117	Jew_Ashkenazi_AshkenaziJew5782
-4.0545335	-2.6684766	-4.5965805	-4.328279	Jew_Ashkenazi_AshkenaziJew5783
-4.0620503	-2.629665	-4.5478945	-4.2904377	Jew_Ashkenazi_AshkenaziJew5788
-4.2219806	-2.6724253	-4.599204	-4.289345	Jew_Ashkenazi_AshkenaziJew5790
-2.9353135	-3.1653872	-4.665756	-4.5123425	Balkar_bal102
-2.9424307	-3.26962	-4.6615787	-4.4674764	Balkar_bal124
-2.9428725	-3.1912084	-4.654232	-4.4461603	Balkar_bal136
-2.7976797	-3.2407503	-4.6598415	-4.50687	Balkar_bal22
-2.8428376	-3.077605	-4.6284146	-4.5076785	Balkar_bal41
-2.890474	-3.3579743	-4.7249727	-4.4818063	Balkar_bal42
-2.9564605	-3.183632	-4.692127	-4.466802	Balkar_bal45
-2.9708846	-3.1990786	-4.6721077	-4.5382442	Balkar_bal50
-2.828376	-3.21603	-4.7119503	-4.5140457	Balkar_bal64
-2.8735845	-3.220463	-4.6710544	-4.483438	Balkar_bal97
-5.2596946	-3.571826	-4.9703946	-3.7671764	Basque_HGDP01357
-5.794452	-3.9488454	-5.1762166	-3.4587247	Basque_HGDP01358
-5.70466	-3.910279	-5.136423	-3.4564428	Basque_HGDP01359
-5.3790774	-3.9330993	-5.098057	-3.625633	Basque_HGDP01360
-5.257732	-3.8501823	-5.016311	-3.680354	Basque_HGDP01362
-5.7254806	-3.9600933	-5.151369	-3.4283373	Basque_HGDP01363
-5.7194524	-3.8081188	-5.1029105	-3.5247536	Basque_HGDP01364
-5.779905	-3.9282782	-5.1654606	-3.447676	Basque_HGDP01365
-5.7997274	-3.9903164	-5.1483707	-3.4173493	Basque_HGDP01366
-5.7470374	-4.0857406	-5.1248646	-3.437368	Basque_HGDP01367
-5.5686445	-3.8923235	-5.101102	-3.5045292	Basque_HGDP01368
-5.7422414	-3.9673471	-5.162848	-3.455753	Basque_HGDP01370
-5.709452	-3.953998	-5.179241	-3.4996119	Basque_HGDP01371
-5.724693	-3.9616604	-5.151842	-3.488104	Basque_HGDP01373
-5.803862	-3.9613585	-5.120061	-3.4321878	Basque_HGDP01374
-5.699817	-3.8963728	-5.130444	-3.5263715	Basque_HGDP01375
-5.87248	-3.9757562	-5.161397	-3.3923922	Basque_HGDP01377
-5.7459025	-3.941512	-5.130847	-3.439769	Basque_HGDP01378
-5.8547845	-3.9470553	-5.1819944	-3.4261334	Basque_HGDP01379
-5.389891	-3.801596	-5.060194	-3.6573157	Basque_HGDP01380
-5.8687606	-3.9756916	-5.147852	-3.4100218	Basque_BAS22
-5.776627	-3.8946984	-5.1509123	-3.4370039	Basque_BAS25
-5.9552574	-3.937826	-5.195836	-3.4123957	Basque_BAS27
-5.747869	-3.9994185	-5.1221976	-3.3960912	Basque_BAS28
-5.2709365	-3.9175634	-5.0471544	-3.6555037	Basque_BAS30
-5.8843985	-4.0710363	-5.203472	-3.3959217	Basque_BAS31
-5.333456	-3.937457	-5.0941787	-3.6309395	Basque_BAS32
-5.8244176	-3.8352394	-5.115861	-3.4872015	Basque_BAS33
-5.8367867	-3.9967659	-5.188608	-3.4329429	Basque_BAS35
-4.087134	-5.164415	-5.0781074	-3.6545432	Belarusian_bel110c
-4.19412	-5.390103	-5.107235	-3.5977979	Belarusian_bel23s
-4.2957134	-5.2618113	-5.102385	-3.5182545	Belarusian_bel30s
-4.1979003	-5.2655187	-5.0936255	-3.583711	Belarusian_bel43s
-4.0056124	-5.1622367	-5.034262	-3.6773612	Belarusian_bel72c
-4.295596	-5.2503123	-5.122451	-3.5609214	Belarusian_bel82s
-4.005612	-4.5107956	-4.9325385	-3.7885697	Belarusian_bel8s
-4.090444	-5.244889	-5.0483003	-3.644104	Belarusian_bel93c
-3.966083	-4.6594243	-4.977846	-3.789924	Belarusian_belarusian23vp
-4.1576195	-5.0636816	-5.038628	-3.6434634	Belarusian_belarusian47zp
-3.853368	-3.647178	-4.75766	-4.1407967	Bulgarian_BulgarianA1
-4.0106387	-3.8425024	-4.806142	-4.0532484	Bulgarian_BulgarianA4
-3.9330876	-3.7118993	-4.8037567	-4.0876045	Bulgarian_BulgarianB1
-3.8095565	-3.6852708	-4.8256173	-4.1112056	Bulgarian_BulgarianB4
-4.211741	-3.5239332	-4.7901964	-4.0849714	Bulgarian_BulgarianC1
-4.0970254	-3.7038763	-4.8190904	-4.037427	Bulgarian_BulgarianD6
-3.9641287	-3.8730547	-4.7982397	-4.0589104	Bulgarian_BulgarianE2
-3.857887	-3.6731234	-4.763585	-4.1286263	Bulgarian_BulgarianF1
-3.9205987	-3.8021603	-4.844909	-4.057605	Bulgarian_BulgarianF2
-3.880831	-3.508383	-4.7195463	-4.185984	Bulgarian_BulgarianH2
-2.896826	-3.2327552	-4.658501	-4.457423	Chechen_ch113
-2.8960009	-3.2963192	-4.638756	-4.470849	Chechen_ch126
-2.899687	-3.2006123	-4.621267	-4.492377	Chechen_ch16
-2.9906476	-3.2816758	-4.671858	-4.4165597	Chechen_ch174
-2.8617094	-3.0607715	-4.655429	-4.5381365	Chechen_ch179
-2.9011333	-3.1559024	-4.613291	-4.501899	Chechen_ch193
-2.907419	-3.3707795	-4.686966	-4.421749	Chechen_ch21
-2.9413416	-3.2412372	-4.6539707	-4.4801154	Chechen_ch3
-3.1726654	-3.0613985	-4.6325626	-4.4667454	Chechen_ch31
-2.8310306	-6.1996264	-5.397804	-3.9708488	Chuvash_Chuvash13
-2.981527	-6.2477794	-5.4358463	-3.9246366	Chuvash_Chuvash20
-2.8189154	-6.1822085	-5.418153	-3.9971242	Chuvash_Chuvash22
-2.8924139	-6.2258654	-5.395906	-3.9199908	Chuvash_Chuvash24
-3.2363207	-6.1925316	-5.359153	-3.836497	Chuvash_Chuvash25
-2.91548	-5.783965	-5.3070717	-4.040795	Chuvash_Chuvash26
-2.958574	-6.4758067	-5.533678	-3.906631	Chuvash_Chuvash29
-2.926401	-6.0152955	-5.3903465	-4.003965	Chuvash_Chuvash31
-3.0369902	-5.7823205	-5.270453	-3.9784086	Chuvash_Chuvash33
-2.7669847	-5.860354	-5.305353	-4.074839	Chuvash_Chuvash37
-4.4781537	-3.809596	-4.8326273	-3.9129531	Croatian_CRO103
-4.437485	-4.0260816	-4.9356747	-3.8657212	Croatian_CRO107
-4.5698476	-3.8825438	-4.836958	-3.8609486	Croatian_CRO153
-4.588425	-3.899597	-4.886981	-3.8068168	Croatian_CRO31
-4.4594445	-3.9500618	-4.887732	-3.902076	Croatian_CRO41
-4.321893	-4.0262523	-4.8567867	-3.8981702	Croatian_CRO47
-4.491388	-3.7750647	-4.8905764	-3.9498522	Croatian_CRO48
-4.606342	-3.9410875	-4.9190607	-3.8485138	Croatian_CRO53
-4.4410954	-3.6924176	-4.7817507	-3.9509475	Croatian_CRO66
-4.5867906	-3.921797	-4.8886356	-3.804464	Croatian_CRO93
-3.9274583	-2.2848911	-4.51513	-4.4316645	Cypriot_CYP19
-3.9558918	-2.3579478	-4.52713	-4.4133263	Cypriot_CYP2
-3.8243709	-2.3258991	-4.4706483	-4.4039664	Cypriot_CYP5
-3.9755266	-2.5919485	-4.5892954	-4.3399563	Cypriot_Cyprus13AJ19
-3.7452064	-2.2732148	-4.5099993	-4.4385333	Cypriot_Cyprus21AJ19
-3.9571292	-2.365612	-4.5056367	-4.384225	Cypriot_Cyprus22AJ19
-3.8845663	-2.2133255	-4.5100865	-4.4390464	Cypriot_Cyprus24AJ19
-3.7082427	-2.1093907	-4.4745064	-4.5160646	Cypriot_Cyprus2AJ19
-4.1885333	-4.6099067	-4.9808407	-3.7294436	Czech_NA15724
-4.271914	-4.5980353	-5.0199885	-3.7133424	Czech_NA15725
-4.2969785	-4.51218	-4.9713726	-3.7529013	Czech_NA15726
-4.3076425	-4.4991937	-4.9806013	-3.7524245	Czech_NA15727
-4.2112556	-4.7172813	-5.0107636	-3.7371297	Czech_NA15728
-4.312261	-4.1089635	-4.8746376	-3.8712962	Czech_NA15729
-4.2114415	-4.4882855	-4.950734	-3.8361573	Czech_NA15730
-4.243321	-4.607697	-4.9797964	-3.718121	Czech_NA15731
-4.264049	-4.8613744	-5.032454	-3.6393363	Czech_NA15732
-4.1487813	-4.7297354	-5.014838	-3.7163172	Czech_NA15733
-3.475054	-2.1051073	-4.4879036	-4.5786366	Druze_HGDP00557
-3.4070787	-2.044121	-4.4694405	-4.5752487	Druze_HGDP00558
-3.5179124	-2.1386604	-4.4958916	-4.498948	Druze_HGDP00559
-3.4605415	-2.0885944	-4.4984393	-4.5501456	Druze_HGDP00560
-3.5592673	-2.1587958	-4.474269	-4.5154824	Druze_HGDP00561
-3.5447958	-2.1106925	-4.4860497	-4.488292	Druze_HGDP00562
-3.4476612	-1.9835662	-4.4770684	-4.585805	Druze_HGDP00563
-3.5003197	-2.082447	-4.481126	-4.507905	Druze_HGDP00564
-3.4856474	-2.0565038	-4.4808803	-4.5960746	Druze_HGDP00565
-3.476921	-2.0269802	-4.469218	-4.544354	Druze_HGDP00566
-3.420101	-2.060826	-4.4253416	-4.6084695	Druze_HGDP00567
-3.3281264	-2.0606623	-4.4231596	-4.6072125	Druze_HGDP00568
-3.5451577	-2.1356425	-4.4561815	-4.5252576	Druze_HGDP00569
-3.5648475	-2.1589417	-4.489239	-4.509286	Druze_HGDP00571
-3.3207417	-1.9881545	-4.473033	-4.5489306	Druze_HGDP00572
-3.4916599	-2.1111379	-4.476078	-4.5310564	Druze_HGDP00573
-3.4304643	-2.0708432	-4.4667287	-4.5860786	Druze_HGDP00574
-3.5042512	-2.1211586	-4.482495	-4.5222006	Druze_HGDP00575
-3.3767931	-2.0349956	-4.4332194	-4.567772	Druze_HGDP00577
-3.6370125	-1.8588628	-4.44974	-4.549511	Druze_HGDP00578
-3.661787	-2.1130319	-4.5078454	-4.5073824	Druze_HGDP00579
-3.4943867	-2.0825644	-4.49725	-4.5636163	Druze_HGDP00580
-3.5574296	-2.110251	-4.4689837	-4.481286	Druze_HGDP00582
-3.4701934	-2.2016253	-4.46845	-4.5597496	Druze_HGDP00583
-3.45445	-1.9322394	-4.419463	-4.595424	Druze_HGDP00584
-3.5315588	-1.9920288	-4.496516	-4.546504	Druze_HGDP00586
-3.620391	-2.1947284	-4.474288	-4.5256376	Druze_HGDP00587
-3.3294735	-1.9869875	-4.4499407	-4.585973	Druze_HGDP00588
-3.4687514	-2.1037273	-4.4799614	-4.532029	Druze_HGDP00591
-3.5505388	-2.0872827	-4.4554205	-4.5285625	Druze_HGDP00594
-3.3893619	-2.1306226	-4.458164	-4.5728235	Druze_HGDP00595
-3.5419006	-2.057697	-4.483971	-4.5492806	Druze_HGDP00597
-3.4957404	-2.0579212	-4.4710135	-4.5345135	Druze_HGDP00598
-3.4192915	-2.1591837	-4.509306	-4.581335	Druze_HGDP00599
-3.537487	-2.1719563	-4.5286884	-4.4944286	Druze_HGDP00600
-3.689399	-1.9000489	-4.4351807	-4.516598	Druze_HGDP00601
-3.5449126	-2.1528554	-4.4896817	-4.49785	Druze_HGDP00602
-3.4969358	-2.1528661	-4.4536695	-4.5279775	Druze_HGDP00604
-3.5183082	-2.1331635	-4.477699	-4.476753	Druze_HGDP00606
-4.441363	-4.3635826	-4.9932804	-3.7551036	English_HG00160
-4.301213	-4.326966	-4.9342613	-3.7928936	English_HG00231
-4.4816785	-4.4733663	-4.95944	-3.6937833	English_HG00232
-4.4506145	-4.436113	-4.9589586	-3.7058775	English_HG00233
-4.3917975	-4.307077	-4.966957	-3.7729912	English_HG00234
-4.5592537	-4.4443507	-4.980157	-3.6482105	English_HG00126
-4.4189515	-4.3143554	-4.953187	-3.760464	English_HG00128
-4.5326247	-4.5458255	-5.047199	-3.6311185	English_HG00129
-4.534467	-4.203888	-5.003166	-3.8005142	English_HG00130
-4.429724	-4.4810634	-4.989169	-3.6738918	English_HG00131
-4.425696	-5.520107	-5.20868	-3.4140835	Estonian_Est358
-4.1256456	-5.07788	-5.052685	-3.6461246	Estonian_Est372
-4.409679	-5.7034326	-5.18338	-3.4520805	Estonian_Est375
-4.464894	-5.8484297	-5.271618	-3.3830464	Estonian_Est377
-4.146243	-5.7179284	-5.223461	-3.5085163	Estonian_Est380
-4.362885	-5.765481	-5.2359405	-3.429598	Estonian_Est391
-4.439717	-5.8011117	-5.214573	-3.3606985	Estonian_Est393
-4.250716	-5.5380282	-5.0577016	-3.4902375	Estonian_Est394
-4.237535	-5.4470816	-5.086873	-3.5118139	Estonian_Est397
-4.265385	-5.3986793	-5.1252093	-3.5098782	Estonian_Est400
-4.2329507	-6.3218055	-5.3643675	-3.385829	Finnish_HG00171
-4.168019	-6.053292	-5.2459917	-3.4472644	Finnish_HG00173
-4.02428	-5.434614	-5.147521	-3.5937297	Finnish_HG00174
-4.042751	-6.195849	-5.331223	-3.519634	Finnish_HG00182
-4.0379777	-5.9465294	-5.3334627	-3.5515635	Finnish_HG00183
-4.0675454	-5.589602	-5.168991	-3.5673473	Finnish_HG00190
-4.0195484	-5.7991366	-5.2528553	-3.593622	Finnish_HG00266
-4.5217996	-4.217832	-4.968772	-3.8006306	French_HGDP00511
-4.504048	-3.848726	-4.8837547	-3.8808355	French_HGDP00512
-4.5601535	-3.8650422	-4.865999	-3.8688545	French_HGDP00513
-4.496734	-4.1100545	-4.9577026	-3.8150501	French_HGDP00514
-4.694822	-4.1710124	-4.9882517	-3.699767	French_HGDP00515
-4.4049687	-3.838387	-4.8915424	-3.9229436	French_HGDP00516
-4.562309	-4.006232	-4.892005	-3.8362377	French_HGDP00517
-4.5898795	-4.097487	-4.960312	-3.7578504	French_HGDP00518
-4.5183597	-4.362316	-4.964846	-3.7246299	French_HGDP00519
-4.645743	-3.973376	-4.8952913	-3.8200731	French_HGDP00522
-4.5853653	-4.1429653	-4.895785	-3.7645566	French_HGDP00523
-4.688366	-3.838153	-4.9047446	-3.8743894	French_HGDP00524
-4.5571027	-3.9702744	-4.9069653	-3.8080916	French_HGDP00525
-4.5309677	-4.16347	-4.946242	-3.752484	French_HGDP00526
-4.456591	-4.0495143	-4.899201	-3.8196013	French_HGDP00527
-4.452246	-4.1857696	-4.915344	-3.803553	French_HGDP00528
-4.378322	-3.856496	-4.890609	-3.9418952	French_HGDP00529
-4.896722	-3.8459046	-4.9640474	-3.7935126	French_HGDP00531
-4.436359	-4.429979	-5.010085	-3.7544806	French_HGDP00533
-4.4573216	-4.0627627	-4.9098597	-3.8441045	French_HGDP00534
-4.4739184	-4.3915834	-5.011649	-3.6928751	French_HGDP00535
-4.5205674	-3.57998	-4.808762	-3.9736629	French_HGDP00536
-4.5013537	-4.017553	-4.9135523	-3.8180385	French_HGDP00537
-4.6154637	-4.0370317	-4.961726	-3.7366989	French_HGDP00538
-4.7138286	-3.9560628	-4.9391117	-3.8519547	French_HGDP00539
-4.635404	-4.3599505	-4.9790025	-3.6828263	French_French23812
-4.5497007	-4.2462287	-4.9560976	-3.751374	French_French23814
-4.281837	-3.6410408	-4.8169055	-4.037555	French_French23821
-4.4655967	-4.262008	-4.9631224	-3.7944014	French_French23830
-4.5252614	-4.4414725	-4.9564924	-3.6878498	French_French23833
-4.5535526	-4.2499194	-4.9734344	-3.7488618	French_French23862
-4.4959702	-4.0060816	-4.915496	-3.8262675	French_French23915
-4.5422745	-4.019094	-4.93993	-3.8031225	French_French23919
-4.5334544	-4.4477096	-5.0116577	-3.6805854	French_French23989
-4.6010036	-4.115772	-4.892292	-3.7401185	French_French24061
-4.5776105	-3.949235	-4.8919587	-3.875347	French_French24075
-4.435203	-4.003636	-4.878998	-3.8602319	French_French24076
-4.5324483	-4.404035	-4.9503527	-3.6723828	French_French24090
-4.6222463	-4.217133	-4.976039	-3.752476	French_French24118
-4.474321	-4.4123178	-5.002837	-3.724402	French_French24120
-4.4443088	-3.7627246	-4.8531923	-3.8883889	French_French24124
-4.270798	-3.8257947	-4.8499355	-3.9672747	French_French24144
-4.3375764	-3.8031688	-4.7735853	-3.9476538	French_French24148
-4.313353	-4.050275	-4.9147806	-3.8988278	French_French24178
-4.2527432	-4.244495	-4.8864107	-3.79713	French_French24247
-4.283279	-4.418305	-4.918213	-3.771794	French_French24381
-4.701224	-4.4638743	-5.032835	-3.6227386	French_French24400
-4.5075784	-4.145547	-4.9665174	-3.8071833	French_French24408
-4.512016	-4.0876017	-4.952524	-3.8422358	French_French24433
-4.387749	-4.172559	-4.9173646	-3.828832	French_French24434
-4.3864293	-3.9128766	-4.899688	-3.8862865	French_French24437
-4.404297	-3.8845358	-4.8950567	-3.912019	French_French24690
-4.4972253	-4.0433965	-4.9674354	-3.838331	French_French24817
-4.5506773	-4.0401855	-4.863707	-3.814225	French_French25068
-5.3607564	-3.7902143	-5.0120354	-3.6684654	French_SouthFrench1112
-5.43986	-3.7998357	-5.0561824	-3.637415	French_SouthFrench1323
-5.390454	-3.913438	-5.0402	-3.5914302	French_SouthFrench3068
-5.3351665	-3.8435757	-5.027379	-3.5899265	French_SouthFrench3326
-5.3698697	-3.765345	-5.016266	-3.647114	French_SouthFrench3947
-5.355681	-3.7533429	-5.0174804	-3.6794143	French_SouthFrench3951
-4.978223	-3.6803029	-4.897562	-3.8220067	French_SouthFrench4018
-3.2282927	-2.2663069	-4.537054	-4.554983	Jew_Georgian_GeorgianJew1577
-3.1589859	-2.2098725	-4.5170183	-4.622349	Jew_Georgian_GeorgianJew1594
-2.977505	-2.3113353	-4.5192876	-4.617166	Jew_Georgian_GeorgianJew1607
-3.1251056	-2.204848	-4.5297823	-4.624199	Jew_Georgian_GeorgianJew1654
-3.231278	-2.2835152	-4.490116	-4.589873	Jew_Georgian_GeorgianJew1671
-3.0844805	-2.3020935	-4.5177636	-4.6090555	Jew_Georgian_GeorgianJew1883
-3.2928548	-2.3726492	-4.5168285	-4.609926	Jew_Georgian_GeorgianJew1971
-3.0068352	-2.6390376	-4.5695705	-4.601604	Georgian_mg22
-2.995435	-2.6217337	-4.564154	-4.616273	Georgian_mg23
-2.942584	-2.7153325	-4.582696	-4.576029	Georgian_mg27
-3.0483744	-2.6579015	-4.5519705	-4.5134144	Georgian_mg31
-3.0267718	-2.5106173	-4.5527363	-4.573973	Georgian_mg34
-2.9600563	-2.7673023	-4.6086802	-4.5678577	Georgian_mg40
-3.1253693	-2.5425777	-4.577174	-4.565704	Georgian_mg43
-3.017595	-2.6854517	-4.584631	-4.5657043	Georgian_mg47
-2.9799912	-2.7367773	-4.5629053	-4.5197425	Georgian_mg49
-3.0107367	-2.6361678	-4.535302	-4.606203	Georgian_mg62
-4.027644	-3.1906528	-4.7037206	-4.199206	Greek_GREEKGRALPOP10
-4.1218953	-3.223034	-4.7387714	-4.1449866	Greek_GREEKGRALPOP11
-3.9891129	-3.1608925	-4.7050343	-4.192725	Greek_GREEKGRALPOP12
-4.2108502	-3.1217344	-4.659906	-4.15394	Greek_GREEKGRALPOP13
-4.175875	-3.0674706	-4.6687098	-4.175563	Greek_GREEKGRALPOP14
-4.1503057	-3.211365	-4.708091	-4.1543393	Greek_GREEKGRALPOP15
-4.3076663	-3.1156077	-4.7354355	-4.174102	Greek_GREEKGRALPOP16
-4.167851	-3.1985178	-4.7060084	-4.131431	Greek_GREEKGRALPOP17
-4.226698	-3.171073	-4.6800094	-4.183656	Greek_GREEKGRALPOP18
-4.251023	-3.2718806	-4.7114973	-4.1447067	Greek_GREEKGRALPOP3
-4.114551	-3.1043038	-4.6672173	-4.1785297	Greek_GREEKGRALPOP4
-4.0056405	-3.0546765	-4.6249084	-4.2330794	Greek_GREEKGRALPOP5
-4.170123	-3.275002	-4.7390523	-4.119336	Greek_GREEKGRALPOP8
-4.1741824	-3.2640667	-4.7815695	-4.1266694	Greek_GREEKGRALPOP9
-4.0538077	-3.0335019	-4.6644397	-4.290147	Greek_NA17372
-4.1203837	-3.318255	-4.6934853	-4.1460505	Greek_NA17373
-3.4985704	-2.5055766	-4.5602646	-4.4461823	Greek_NA17374
-3.8749142	-2.9592829	-4.6384335	-4.3103533	Greek_NA17375
-3.9154356	-2.4698992	-4.566002	-4.3681593	Greek_NA17376
-4.0700617	-3.3468122	-4.7138176	-4.131851	Greek_NA17377
-4.2324576	-4.3952985	-4.9623823	-3.8380969	Hungarian_NA15199
-4.081467	-4.6396527	-4.9578695	-3.7815568	Hungarian_NA15200
-4.0977874	-4.3409066	-4.8807054	-3.8550556	Hungarian_NA15201
-4.3729234	-4.6223216	-5.003109	-3.6992102	Hungarian_NA15202
-4.119051	-4.3998914	-4.897394	-3.8832705	Hungarian_NA15203
-4.102756	-4.144123	-4.8719993	-3.9352992	Hungarian_NA15204
-4.1545444	-4.470568	-4.981146	-3.8200192	Hungarian_NA15205
-4.339014	-4.3401227	-4.990308	-3.825073	Hungarian_NA15206
-3.8854575	-4.268273	-4.9025397	-3.9144216	Hungarian_NA15207
-4.2094226	-4.371884	-4.9278564	-3.8357518	Hungarian_NA15208
-4.0595393	-4.581515	-4.991804	-3.7946718	Hungarian_HungarianC5
-3.8362682	-4.068242	-4.8735023	-4.0156684	Hungarian_HungarianD1
-4.1056876	-4.4687333	-4.946424	-3.8191745	Hungarian_HungarianE5
-4.087462	-4.543744	-4.919607	-3.7926629	Hungarian_HungarianH3
-3.936387	-4.424704	-4.9257956	-3.8998482	Hungarian_hungary15
-4.195497	-4.457024	-4.972636	-3.772498	Hungarian_hungary20
-3.9932323	-4.3103814	-4.9058957	-3.9232795	Hungarian_hungary2
-4.2574778	-3.932444	-4.836062	-3.8759022	Hungarian_hungary3
-4.0034413	-4.2991357	-4.867836	-3.8920522	Hungarian_hungary6
-4.0063577	-4.403362	-4.925747	-3.8632042	Hungarian_hungary7
-4.678339	-4.906483	-5.1531835	-3.5060778	Icelandic_NA15755
-4.523212	-4.678986	-5.0204945	-3.5896032	Icelandic_NA15756
-4.3715606	-4.5731025	-4.985236	-3.6802876	Icelandic_NA15757
-4.403797	-4.704444	-5.043275	-3.6517353	Icelandic_NA15758
-4.5588775	-4.8789816	-5.102463	-3.5553174	Icelandic_NA15759
-4.370718	-4.627891	-5.033185	-3.6982093	Icelandic_NA15760
-4.3742137	-4.8313727	-5.014728	-3.5620053	Icelandic_NA15761
-4.4713383	-4.8418145	-5.082306	-3.5933368	Icelandic_NA15762
-4.4184957	-4.6782327	-5.0227137	-3.6472607	Icelandic_NA15763
-4.4322414	-4.632751	-5.018037	-3.6851025	Icelandic_NA15764
-4.2835155	-4.4166293	-4.925887	-3.760742	Icelandic_NA15765
-4.4331117	-4.7389936	-4.989503	-3.6291385	Icelandic_NA15766
-2.6899254	-2.317328	-4.5264187	-4.6448646	Iranian_iran11
-2.684834	-2.4348536	-4.5447426	-4.6839094	Iranian_iran14
-2.6240165	-2.4127965	-4.526767	-4.673901	Iranian_iran16
-2.4794836	-2.1975055	-4.518931	-4.6937103	Iranian_iran17
-2.7003973	-2.379236	-4.5191193	-4.7085123	Iranian_iran19
-2.5618331	-2.3490794	-4.5071125	-4.7004566	Iranian_iran20
-2.6575758	-2.4629683	-4.552324	-4.6366014	Iranian_iran2
-2.546119	-2.024767	-4.5064125	-4.7433305	Iranian_iran3
-2.562657	-2.1657672	-4.4816656	-4.706782	Iranian_PV029
-2.5328887	-2.1655774	-4.4577923	-4.7959056	Iranian_PV030
-2.1573064	-1.8503839	-4.3825245	-4.855424	Iranian_PV031
-2.5221143	-2.1821785	-4.5121975	-4.713126	Iranian_PV032
-2.5697882	-2.3534307	-4.5331354	-4.697895	Iranian_PV033
-2.6613424	-2.2426965	-4.5050225	-4.710634	Iranian_PV034
-2.5653057	-2.3341656	-4.497185	-4.71979	Iranian_PV035
-2.576619	-2.024955	-4.4673796	-4.723751	Iranian_PV036
-2.505791	-2.025053	-4.466875	-4.7315645	Iranian_PV037
-2.5309343	-2.3425741	-4.5336967	-4.709489	Iranian_PV038
-2.3995488	-2.1820784	-4.4851894	-4.7808547	Iranian_PV019
-2.4415605	-2.2171052	-4.542717	-4.7559104	Iranian_PV020
-2.5786054	-2.246848	-4.5281878	-4.6846867	Iranian_PV021
-2.510726	-2.24643	-4.467144	-4.7361727	Iranian_PV022
-2.468303	-2.269679	-4.5368814	-4.683015	Iranian_PV023
-2.4493234	-2.2660327	-4.502354	-4.7733603	Iranian_PV024
-2.4876716	-2.189316	-4.459578	-4.7418013	Iranian_PV025
-2.4155493	-2.2006278	-4.468662	-4.7309074	Iranian_PV026
-2.4887223	-2.2442093	-4.545396	-4.7050323	Iranian_PV027
-2.4204113	-2.197208	-4.4764204	-4.691429	Iranian_PV028
-2.7467182	-2.3882606	-4.561618	-4.665983	Iranian_PV009
-2.619219	-2.122379	-4.472581	-4.729477	Iranian_PV010
-2.705262	-2.2715993	-4.538824	-4.7264147	Iranian_PV011
-2.5575166	-2.090944	-4.471509	-4.714148	Iranian_PV012
-2.6704423	-2.2964845	-4.533515	-4.700097	Iranian_PV013
-2.7581077	-2.3462634	-4.504334	-4.677207	Iranian_PV014
-2.5852563	-2.1131399	-4.469675	-4.722478	Iranian_PV015
-2.6372132	-2.2185233	-4.499367	-4.745372	Iranian_PV016
-2.6320784	-2.300365	-4.514509	-4.693334	Iranian_PV017
-2.6537645	-2.2954237	-4.5515466	-4.7011366	Iranian_PV018
-2.1856258	-1.8571254	-4.415394	-4.774067	Iranian_Bandari_PV001
-1.8972992	-0.38707557	-4.0729313	-4.90234	Iranian_Bandari_PV002
-1.9867218	-1.4577103	-4.275279	-4.9040494	Iranian_Bandari_PV003
-1.7248621	-1.1995795	-4.20226	-4.8968573	Iranian_Bandari_PV004
-1.9376845	-1.628598	-4.305319	-4.9005914	Iranian_Bandari_PV005
-1.792277	-0.7234261	-4.134164	-4.9441266	Iranian_Bandari_PV006
-2.2779803	-1.9600414	-4.4359202	-4.7938576	Iranian_Bandari_PV007
-1.6543665	-1.0672334	-4.1662025	-4.9565	Iranian_Bandari_PV008
-3.3112748	-1.9543318	-4.456398	-4.5950375	Jew_Iranian_IranianJew1132
-3.155214	-2.0602598	-4.48058	-4.6464043	Jew_Iranian_IranianJew1143
